customer_id|name|email|phone|address|birth_date|join_date|last_purchase|total_purchases|total_spent|segment
f2d7bb56-9dd1-40b3-8be8-cd5ad99410c8|Vinícius Barros|britoarthur-miguel@example.net|31 4483-6315|Passarela de Borges, 5, Fernão Dias, 76882920 da Costa das Pedras / RN|1939-06-14|2023-08-19|2024-08-24|444|1747.57|A
49a7644a-275f-4aff-b7d9-6e99a56962a1|Igor Araújo|lviana@example.net|(084) 4195 6815|Viela de Garcia, Vila Nova Gameleira 3ª Seção, 45095614 Duarte / MG|1975-02-28|2021-05-16|2021-10-03|147|7004.65|D
7101d29d-89ec-462d-afd6-a6d7b25c17b5|Antony Abreu|fogacaluiz-otavio@example.net|(031) 3306 0172|Largo de Mendes, 545, Petropolis, 06112-688 Melo da Praia / MS|2007-02-16|2022-06-30|2023-12-04|6|2616.89|D
e86f9ee1-be64-44c3-abfb-99b1ad70918d|Ravy Aragão|uda-rocha@example.com|(081) 1986-9708|Rua Yuri Campos, Marilandia, 93397-163 Novais / RO|1975-11-24|2021-06-04|2024-12-26|449|3862.27|D
b077ef77-1327-4959-90c8-9c2e723d3cb0|Emanuella Vargas|fcirino@example.net|+55 84 8172-3443|Trevo Moraes, 46, São João, 09137-862 Ribeiro Verde / TO|1991-12-06|2022-11-11|2024-12-02|175|7459.99|B
e7b5f792-1ee5-4483-8ef4-cb3d600eb0bf|Gustavo Henrique Nogueira|vcardoso@example.net|0800 223 4173|Avenida de Ramos, 22, Vila Atila De Paiva, 03664080 Andrade / PI|1992-12-02|2020-10-08|2023-01-10|175|4332.17|C
63d7d3ab-e195-437a-8068-cf9c9acc3f5b|Aurora Porto|liviasouza@example.net|21 0912-7159|Estação Guerra, 31, Vila Copacabana, 89009885 Almeida do Galho / GO|1994-11-18|2023-11-29|2024-06-09|220|2824.28|B
054f6990-60bc-4e8d-8355-3547ef87e431|José Lopes|ualmeida@example.com|(011) 5221-1864|Via Aragão, 624, Buraco Quente, 53877461 Dias Paulista / DF|1973-11-13|2020-07-03|2023-10-10|282|9039.98|B
16d12d95-7dfa-46bb-b75e-567b26eeb623|Isaque Borges|heloisada-cunha@example.net|+55 51 6225 7967|Passarela Pietro Barbosa, 3, Novo Santa Cecilia, 09397-778 Aragão / PR|2002-02-14|2020-11-14|2023-07-25|353|547.09|D
e0530122-148e-4055-bfdf-a622bf0f87a8|Bruno Dias|lucas-gabriel25@example.com|+55 51 8718 3684|Via Bianca Rios, 5, Ernesto Nascimento, 42525730 Gonçalves / AM|1986-05-29|2021-12-14|2023-06-27|181|4204.08|A
aacf5906-0f1d-4139-b53a-5e903ad71cff|Dr. Diego Carvalho|ngomes@example.com|81 5711 5198|Aeroporto Vitor Gabriel Abreu, 3, Savassi, 29411173 Cardoso do Galho / MT|1972-11-16|2021-12-13|2022-09-09|299|6028.61|D
2daffb75-4f5d-44d3-8ec1-9067268e6a69|Lunna Fonseca|epinto@example.org|(011) 3306 4885|Feira de Aparecida, 63, Conjunto Celso Machado, 33796-747 da Mata / SC|1977-10-22|2022-06-18|2024-10-22|298|21.7|C
6c58b8f4-1a87-449b-b90b-014f55a863bc|Dr. Matheus Fernandes|raquelda-paz@example.org|+55 51 0710 3835|Vila Lorena Alves, Alta Tensão 2ª Seção, 53475086 Gonçalves Paulista / RJ|1987-07-03|2020-06-27|2024-04-27|363|2021.02|C
7a4a5932-2913-49ea-bc2c-2969caad370b|Eloá da Mota|henry-gabriel93@example.org|+55 (051) 0091 9877|Favela Rafaela Sales, 523, Palmares, 65223816 Sá / PI|1972-01-25|2023-11-23|2024-08-30|324|700.97|B
f914e3f9-641a-48d3-8653-e3846ceb42af|Letícia Santos|heitor43@example.net|+55 31 1024 2259|Lago Teixeira, 67, Vila Boa Vista, 96275-595 Montenegro / DF|1942-12-11|2022-07-02|2022-07-05|362|5186.04|B
21c8422f-9eb5-46d6-a6d2-dabed407edde|Lucas Casa Grande|cavalcantiolivia@example.net|+55 (071) 8510-9072|Pátio Pires, 81, Morro Dos Macacos, 53298-194 Pastor Paulista / DF|1994-01-19|2022-12-28|2025-04-16|422|1946.28|C
c8070cb0-cf80-4ceb-8bd4-e8bb5d6705fd|Esther Rios|kmoura@example.net|(041) 9886 3895|Parque Montenegro, 818, Santa Inês, 79857046 Duarte de Fonseca / MG|1956-01-15|2022-08-04|2024-01-10|475|3374.98|B
244cbc82-12bf-4f48-9ff0-f55ae95a78b7|Luana Souza|gomesmateus@example.com|(081) 9039-7692|Recanto Maria Julia Garcia, 3, Vila Mantiqueira, 76091-562 Azevedo das Pedras / SP|1942-12-02|2022-03-06|2023-01-20|162|827.06|B
e38cdc97-f1db-4dbb-af19-ab7728f600f8|Maria Cecília Barbosa|joao-vitor48@example.net|(011) 4241 2667|Aeroporto Pedro Lucas Gonçalves, 9, Dom Bosco, 26528-557 Monteiro da Prata / RJ|2004-06-19|2024-04-10|2024-12-07|64|1781.65|A
f371ae05-dff8-44db-b9e8-4ee6ed217cb7|Davi Miguel Casa Grande|wmendonca@example.net|81 0891 1028|Lago Mendonça, Estrela, 00218-530 Abreu / SP|1986-02-20|2022-12-26|2025-02-18|344|6532.45|A
5f561b02-6608-4d22-a45f-57d2f053ef01|Milena Ribeiro|limaarthur-gabriel@example.org|11 7637 7943|Vila Luigi da Luz, 44, Vila Ecológica, 19200-759 Pimenta de Gonçalves / CE|1952-02-19|2022-12-08|2023-04-21|115|6507.5|B
e8f811fa-59a5-4d1b-8e2b-e752ca30bec8|Sra. Stephany Novais|azevedoalicia@example.org|61 1992 7362|Praça Porto, Jardim Do Vale, 88078-087 Fogaça da Praia / MS|2000-06-10|2020-07-02|2023-01-13|130|7005.51|C
5a5343bd-e594-4553-9291-6eb0c1dddd5e|Ana Julia Campos|luiz-henriquecirino@example.net|+55 21 9624 3134|Praia Ana Sophia Nogueira, 3, Buraco Quente, 92658-589 da Conceição / PB|1947-03-04|2022-06-05|2024-09-20|141|1730.88|C
017b0534-f910-40fc-b8eb-99e43ca03fde|Murilo Monteiro|larissa93@example.org|61 7013-5420|Travessa de Araújo, 12, Piraja, 56429-915 Moraes de Goiás / MA|1988-11-15|2025-01-06|2025-02-25|41|5784.59|A
3a4b2325-740b-489d-8adf-0c18a7f318a6|Lívia Cavalcanti|apolloda-mata@example.com|+55 61 0483 0769|Campo Farias, 48, Pousada Santo Antonio, 14087-522 Marques / PR|1997-02-12|2023-06-05|2024-11-14|289|2912.2|C
1789a80c-17dd-4e86-a963-eb6d042f3bcc|Bruna Freitas|mgoncalves@example.org|41 1306 2381|Largo Zoe Aragão, 15, Camargos, 92840-486 Lima do Norte / PE|1957-03-27|2022-03-19|2025-01-07|166|9685.03|C
af99e521-8c6e-4864-8581-c77555ffb9be|Dr. Davi Miguel Castro|cbrito@example.net|71 4197-6255|Condomínio Pacheco, 55, São Benedito, 18597040 da Mata / RO|1979-08-09|2021-03-28|2024-03-11|415|4466.59|A
7f3c538e-5ba9-41d9-9672-084ba3f92369|Srta. Stephany Araújo|marianacavalcanti@example.net|(051) 1027 0812|Esplanada Liam Nogueira, 19, Jardinópolis, 48315-275 Oliveira de Andrade / PB|1945-04-28|2023-11-16|2024-09-02|112|8154.88|D
8e83e24c-d60d-40f7-b094-71076e3c9006|Bruna Leão|enzolima@example.com|(031) 3827-4216|Praça Cauã Nogueira, 91, Parque São José, 48358088 Guerra dos Dourados / RS|1982-10-15|2022-10-14|2023-03-20|393|8693.05|A
139f2d8e-54ce-4351-8067-46c62b2d004c|Davi Miguel Fogaça|yan43@example.net|+55 (031) 5586 8156|Favela de Machado, 60, Silveira, 39633276 Lopes / SE|1965-07-11|2023-03-26|2025-03-22|0|8035.55|A
751184a4-d3c8-494c-be72-0be51d5f8cb5|Ana Aparecida|ifarias@example.com|+55 (071) 9475-5503|Rodovia Heloísa Rodrigues, Eymard, 84811-473 Marques / RJ|1974-10-06|2025-04-01|2025-04-15|347|2046.61|B
4ee4f051-559c-4fe1-9c60-126f02138364|Srta. Clarice Cunha|eborges@example.org|+55 61 6793 6976|Vila Daniela Cassiano, 263, Zilah Sposito, 68924435 da Costa / PE|1995-09-22|2021-08-15|2021-12-18|5|8649.3|B
071797f2-8fbc-41fc-ae0d-995558f9feab|Kamilly Almeida|caua52@example.org|0900 469 2019|Parque Nogueira, Dom Bosco, 30066-381 Machado da Praia / GO|1943-07-27|2022-05-25|2023-08-17|437|5753.55|B
90b108ae-72b8-42ec-829f-b10e098504e5|Luigi da Mata|manuela49@example.net|+55 (051) 1356 4107|Distrito José Pedro Santos, 605, Cenaculo, 40188-084 das Neves / PB|1983-08-28|2021-10-04|2022-08-24|85|2715.3|C
1accb02a-13e2-4b05-ab7f-66f8acc29f7f|Dr. Brayan Pereira|da-motaagatha@example.net|+55 (041) 0405 8834|Trecho Correia, 816, Jardim Atlântico, 91759855 Teixeira / TO|1934-08-18|2020-07-24|2023-02-19|39|1645.17|B
d7f47ba4-1ef1-4ec2-b2ae-1534329b2177|Cecilia Machado|helena51@example.com|31 0695-0015|Área de Caldeira, 61, Parque São Pedro, 11085-591 Castro / PA|1963-02-05|2021-02-23|2023-08-23|163|62.66|C
6173f24c-5669-4e56-82e4-0209b20c570d|Matheus da Conceição|valentinacirino@example.com|(011) 4550-9249|Favela Mendes, 874, Brasil Industrial, 53811-160 Machado / ES|1955-01-04|2020-06-26|2022-03-12|395|6068.39|A
9d04e200-e30b-4c90-9908-cb3df1265e9a|Ester Ferreira|davicorreia@example.com|+55 41 1184-4463|Quadra Castro, 3, Alto Das Antenas, 25717933 Novaes / PA|1966-12-31|2022-02-09|2023-07-29|22|8684.3|C
7130c7ed-063d-4765-846e-9136da4b1124|João Gabriel da Luz|lorenzo18@example.net|+55 81 1878 6632|Parque Bento Porto, 91, Concórdia, 87485617 Freitas / MA|1996-12-26|2022-10-22|2023-08-12|106|1780.67|A
dff1144b-240b-441a-be5a-be8bbe446ec9|Clarice Rodrigues|joao-felipe49@example.net|+55 61 5092-4660|Recanto de Souza, 988, Maria Helena, 07623-269 Cavalcante / PR|1938-01-21|2021-11-28|2022-02-03|174|2876.88|C
c87c650d-4069-46a4-875d-e7324ea773a6|Emilly Brito|marianeribeiro@example.com|84 4300 9645|Quadra Albuquerque, 84, Vila Calafate, 69411952 Dias de Sousa / SE|1962-04-02|2023-08-10|2025-02-04|45|4422.49|B
37792b8e-fe00-4937-9f67-ca1691ac0ddb|Heloisa Câmara|eduardacarvalho@example.org|+55 (061) 1533-0636|Distrito Cirino, 6, Vera Cruz, 88432218 Costa / RR|1953-01-21|2020-11-27|2024-06-21|424|8413.88|D
c7fe8f56-2a54-4794-88b4-d9f661b286d0|Isadora Borges|fernandesluna@example.com|21 4327 7144|Recanto Marcela Cunha, 4, Saudade, 84004471 Rodrigues / DF|1934-06-10|2020-08-30|2021-03-22|461|646.52|A
b2fe2afb-27e7-4e7c-8a21-9b5838b58cb6|Catarina Aparecida|sda-costa@example.com|0300 777 7982|Vereda Mendonça, 881, Fazendinha, 50266713 Viana / AL|2003-09-15|2024-08-24|2024-09-22|240|8861.73|C
a72e53a7-674b-4b1b-98dd-3abee09b0071|Henrique Moreira|isabellaandrade@example.org|11 2324-2145|Praça Mendonça, 38, Serra, 97287-406 Vasconcelos / MA|1977-08-27|2021-09-17|2024-04-13|450|9887.08|C
7f5f6c05-e20e-4551-b464-697ec317c1d1|Marina Aragão|irocha@example.org|(081) 4247 6934|Chácara Novais, 7, Outro, 84442139 Almeida / GO|1964-04-24|2021-05-16|2021-08-26|4|4270.64|D
3f92fa6d-c1bd-4bda-86b5-c0202e774663|Kamilly Siqueira|leonardo53@example.org|(081) 2715 6732|Viaduto Ferreira, 892, Lindéia, 12887119 Teixeira do Amparo / PA|1940-08-18|2021-03-28|2024-09-27|274|9689.69|A
9498ac8c-3670-4677-a112-f59644f4cdeb|Ana Cecília Souza|luigivieira@example.com|0300 092 9755|Aeroporto Rodrigo Novais, 84, São Vicente, 76203362 Peixoto da Praia / DF|1979-01-22|2024-03-12|2024-09-04|400|8354.56|B
d66ea117-c453-4b0b-95d7-4cccee2fc612|Isabella Fonseca|cassianoclarice@example.com|+55 41 4444 7877|Estação Ana Beatriz Porto, 8, Nova Pampulha, 66910-757 da Luz de da Rocha / CE|1936-10-20|2021-09-27|2023-10-11|300|7974.75|C
3921a76e-0fc3-4c99-b490-b53bbdd6899d|Luiz Felipe Machado|ppeixoto@example.com|(011) 8255-7887|Praia Ryan Jesus, 31, Vila São Gabriel Jacui, 86524-567 Guerra / MT|1969-02-25|2025-01-09|2025-04-28|326|4773.46|B
1ef1f7e4-71c3-46b2-96f2-ba2c2f64494f|Benjamim Almeida|sophia27@example.com|+55 31 0850 5717|Distrito de Castro, 28, Vila São Paulo, 46909390 da Mata / AC|1955-11-28|2021-09-21|2023-06-12|369|8638.05|B
59e476dd-0830-41f8-8621-6217eccaa8f9|Luiz Otávio Barros|bruna46@example.org|61 2741 0149|Núcleo de Costela, 92, Tirol, 13138-695 Oliveira / RN|1936-06-04|2025-02-23|2025-04-24|423|2528.91|A
fa70a9e0-f139-4b63-a9ab-cbbcdfaceaa0|Davi Miguel Fogaça|rodriguescaio@example.net|21 5997 0883|Ladeira de Gonçalves, 85, Flavio De Oliveira, 71170967 Araújo Grande / RJ|1970-04-28|2021-02-12|2024-02-06|337|8708.83|A
b32a5885-df87-49a8-8035-250816b36391|Dr. Nicolas Almeida|theodoro88@example.org|+55 61 0872 4008|Estação Sales, União, 25394973 Ferreira / RJ|1934-11-15|2023-11-11|2025-03-14|92|1428.82|C
a4f01d38-3e63-4d43-b30a-ec1273bc5673|Eduarda Nascimento|maria24@example.net|0800-193-7817|Lagoa José Pedro Novais, 71, Pirineus, 73547-105 Lopes da Mata / AC|1973-01-07|2023-07-21|2024-04-24|6|1395.97|A
c42f626d-75bb-4c79-8193-ee277bcae1a1|João Lucas Vasconcelos|macedoyuri@example.com|(031) 8321-9395|Chácara Ana Julia Novaes, 70, Vila Ecológica, 67239169 Souza / RR|1956-10-18|2022-03-30|2022-12-20|10|576.06|A
51a92e1a-7ea2-4289-be88-c7fb494ef749|Thales Marques|anthony48@example.net|0300 289 0143|Área Maria Almeida, 44, Novo Santa Cecilia, 69810265 Teixeira / PR|1974-07-25|2025-03-31|2025-04-24|254|9235.26|D
d6a1837a-e62b-4053-b447-91a3d51e117f|Enzo Gabriel Camargo|bianca00@example.org|(021) 0822-5656|Setor Theo Novaes, 2, Planalto, 17259116 da Costa / SE|1996-06-20|2022-01-12|2025-01-27|341|3308.09|A
33caa50b-eced-4f28-95b9-c642ab3b76ff|João Teixeira|vmontenegro@example.com|(011) 7936 1607|Área Gabriela Cavalcanti, 180, Vila Paris, 09319687 Souza / TO|2006-02-17|2020-12-14|2021-10-10|150|8690.77|D
bb71a435-f7ff-4d28-9db9-c356ef8d187e|Eloah Camargo|mourabenicio@example.net|41 6159-9953|Chácara Marcelo Pinto, 750, Vila Califórnia, 07572183 da Paz do Amparo / BA|1967-08-11|2025-03-09|2025-03-28|316|8385.56|D
bd60c392-a6dd-45b9-a507-3275dbf7e7fc|Miguel Fernandes|andradenina@example.net|+55 41 3465-6365|Área de Fonseca, 93, Bela Vitoria, 32017-982 Dias / SE|1964-03-31|2021-01-04|2022-06-14|143|6592.41|D
0848d0df-b659-45d7-97c7-fc3bae3c23a8|Yasmin das Neves|leonardo98@example.net|+55 (071) 5173-0067|Lago Macedo, 301, Engenho Nogueira, 06978630 Martins de Gonçalves / MA|1990-10-10|2025-02-14|2025-02-19|168|7849.66|B
1de08d27-8fed-4e1e-bbd5-6de61c938f9b|Lavínia Moura|albuquerquejoao-guilherme@example.org|(081) 6561 7859|Viaduto Fonseca, 77, Santa Efigênia, 68622-507 Duarte Paulista / PE|1945-08-12|2020-07-15|2021-02-07|333|2030.9|D
4cd4631f-caff-42ec-8c76-0c792436fcc9|Sra. Heloísa Pacheco|vitor40@example.net|+55 (071) 8723 9956|Vila Siqueira, 47, São Francisco, 00343426 Cardoso / AC|1952-10-15|2020-11-16|2022-12-19|489|3474.25|A
7061aeda-5966-482e-b7de-652c36e5e083|Dra. Luiza Cavalcante|correiaanna-liz@example.com|(084) 6889-1840|Lago Enzo Gabriel Silva, Novo Glória, 68010437 Peixoto / RN|2000-04-25|2024-01-12|2024-02-07|446|4937.88|A
3cbda5f7-5609-4ba7-a504-f6b7990a24c0|Rebeca Cavalcante|teixeiramiguel@example.org|+55 (051) 1296 1611|Pátio de Mendes, 9, Esplanada, 27653940 Peixoto Alegre / RN|1947-12-29|2023-09-03|2024-12-02|222|2698.42|C
8ae608cc-42d8-445d-8bce-279c62523aca|Sr. Arthur Miguel Lopes|ceciliacunha@example.net|+55 41 0145-0870|Viela de Peixoto, 51, Mantiqueira, 30360-432 Novaes / TO|1961-07-31|2023-08-23|2024-07-21|225|6052.65|A
e493efcc-e306-434f-ab27-cf3adc2f6431|Ravi Lucca Jesus|svieira@example.org|(061) 6551-9627|Estação de Fernandes, 75, Nossa Senhora Aparecida, 68479634 Gomes de da Mota / RS|1979-07-01|2024-06-16|2024-11-04|299|6051.62|A
35e7aa40-9fc5-4ddc-9e7d-918b76ac1b7a|Emilly Siqueira|qcavalcante@example.org|(061) 3008-3129|Setor Camargo, 59, Santa Amelia, 92598176 Nunes / PA|1980-05-04|2024-01-24|2024-09-12|92|9709.26|D
3636ff8e-2d21-4f63-81d5-d4b73773b560|Ana Laura Sá|maria-florpacheco@example.net|(041) 5807 7877|Área de Moura, 44, Céu Azul, 58126215 Garcia / MS|1948-06-03|2021-02-20|2025-02-23|21|9945.24|A
68cbc62d-a895-4026-aadc-1edbc31bfbb1|Dra. Laura Monteiro|agatha08@example.org|+55 71 7036-4240|Quadra Ana Carolina Caldeira, 639, Venda Nova, 96133742 Santos / RS|1960-02-11|2024-08-13|2025-02-17|135|3642.52|A
bd348ab3-4c61-47a7-b9c2-c20bca8b4df0|Lorenzo Sousa|apollocosta@example.org|51 3789 4623|Via Ferreira, 363, Vera Cruz, 44712092 Monteiro / RN|1938-09-17|2022-09-06|2022-12-18|225|6054.26|B
62a923ae-0b95-4f0c-932d-1b25a80c68af|Marcos Vinicius Sousa|souzabrenda@example.net|51 5331 7132|Esplanada Raul Castro, 573, Universo, 77251-574 Jesus Verde / SC|1982-05-11|2021-11-28|2023-03-02|46|9277.94|D
0e71b8de-d555-49ae-883e-f2dba00cd90f|Dra. Emanuelly Fogaça|barbaramoreira@example.org|+55 21 8796 5755|Setor Maria Clara Melo, São Jorge 3ª Seção, 34290056 Camargo / SC|2002-10-07|2022-01-21|2025-01-17|293|2777.87|B
1d8e5380-c1a8-4c3e-bba5-3a7abb98fc09|Pedro Costela|da-cunhaantonio@example.org|(021) 2155 0430|Via Pastor, 17, Santa Margarida, 10573-443 Vargas / SE|1991-06-23|2023-06-19|2024-05-20|286|2857.77|B
4defae06-1163-4e20-84e3-7cbf36d2a5cd|Helena Vasconcelos|azevedoolivia@example.org|+55 61 2525-7672|Setor Maria Clara Novaes, 5, Vila Paris, 67124854 Teixeira Paulista / RR|1993-03-28|2022-11-19|2023-04-20|281|1094.64|C
35d8b298-70c8-491d-8b77-c687ae920fd7|Bruno Nascimento|gcirino@example.com|61 9934 7332|Conjunto Viana, 84, Cidade Jardim, 55538463 Garcia / MA|1967-11-27|2023-08-01|2024-10-08|470|4722.35|A
0e663960-4186-4c68-afcb-b26dc3d0f058|Isadora Correia|ana-carolinadias@example.com|61 5066 4425|Alameda Barbosa, 73, Ouro Minas, 24807320 Camargo / RR|1976-03-26|2023-03-23|2024-04-02|297|5733.8|B
36ea755f-ad62-4ca6-b644-43b98cbe7f93|Valentina Castro|naraujo@example.com|(021) 3158 9606|Área Freitas, 11, Jardim Guanabara, 19938-929 Pires do Campo / SC|1964-10-21|2023-08-23|2024-12-14|358|9834.53|C
386aad00-452d-4996-8d71-99376f35dd8c|Alexandre Azevedo|anna-liz43@example.org|+55 41 2627-3994|Viaduto de da Costa, 68, Morro Dos Macacos, 34331663 da Rocha / RR|1980-02-15|2024-12-01|2025-03-04|190|5307.68|B
