customer_id|name|email|phone|address|birth_date|join_date|last_purchase|total_purchases|total_spent|segment
87bd3f2e-7288-4cb4-8407-001bcaebf94d|Sra. Maria Fernanda Vasconcelos|leo06@example.com|+55 (051) 8075-8529|Rodovia Benjamin Peixoto, 24, Santa Isabel, 78474052 Dias do Campo / PR|1971-05-18|2023-09-15|2024-01-30|175|1631.38|D
fa460fa1-9da2-46ac-a419-44e607323260|Joaquim Barbosa|yagomelo@example.org|(081) 8578-6278|Fazenda Arthur Barros, 599, Caiçaras, 00918903 da Conceição / SP|1965-10-21|2024-09-03|2024-09-11|68|5000.96|C
22893c36-e52d-4110-bdd0-cb1e8c525c87|Arthur Costa|bdias@example.com|0300 032 7370|Parque de Cunha, Nossa Senhora De Fátima, 54979359 Campos / RS|1938-01-18|2023-10-05|2024-12-16|203|6522.13|A
6165f02d-d68c-474b-8592-5cd8b0d35139|Sarah Macedo|nunesguilherme@example.com|+55 (071) 7570-9636|Via Gael Viana, 93, Dom Joaquim, 38201-317 da Costa / GO|1982-02-16|2022-11-22|2024-11-29|226|4437.44|A
bcb7a1a2-f911-40fa-a91c-5be9cb52147b|Joana da Rosa|miguelnovaes@example.net|71 0010 1350|Viela Mateus Melo, Comiteco, 40639410 Montenegro dos Dourados / PE|1995-05-16|2021-10-22|2025-02-17|200|2743.07|A
71921abb-f496-450d-a629-e8bc28dd08ed|Srta. Ana Júlia Viana|gael-henrique93@example.net|(081) 1962-0729|Fazenda Manuella Rocha, 248, Álvaro Camargos, 63420-242 Macedo / SP|1944-04-07|2023-09-24|2024-08-14|191|7595.74|C
3c088901-b9e1-4372-8b27-e8195e3d17bf|Maya Andrade|saravieira@example.com|+55 (041) 0503 3867|Praia Sá, 315, Cachoeirinha, 66313706 da Rosa / PI|1980-02-05|2022-11-20|2024-12-02|362|9189.03|B
ac676756-034d-41b1-93ec-69efd714eb8d|Valentim da Cruz|yuriduarte@example.net|+55 (011) 3634-7540|Ladeira Viana, Vila Esplanada, 18234700 Porto / PE|1939-09-21|2025-04-17|2025-05-06|460|2260.97|C
94e61d45-2468-4495-a9d6-0cb1f663a690|Dr. Anthony Pinto|yrezende@example.org|+55 (061) 1107 5229|Lago Fernandes, 3, Vila Suzana Primeira Seção, 50473-542 Silveira da Serra / PR|1979-05-10|2024-11-27|2025-02-08|108|7128.38|B
cfd34c7b-68c3-4b01-b1ab-609d25ea0f32|Vitor Hugo Cirino|rodriguesstella@example.com|+55 (011) 2284-9564|Conjunto de Moraes, 47, Estrela, 04749233 Pereira Alegre / GO|1987-12-21|2022-02-23|2022-10-07|32|5164.8|B
475e870f-f4be-47aa-b966-4a4f59f18cf9|Sr. Heitor Camargo|calebe00@example.org|(081) 5384-0253|Lago Ana Julia Pacheco, 50, Suzana, 45192-241 Garcia / RO|1946-06-21|2022-02-24|2023-10-09|53|1137.56|A
f7cf5af7-7edd-4a24-947f-6a94ab27410b|Apollo Silva|pachecofernanda@example.net|0300 928 5646|Loteamento de Garcia, 78, Betânia, 86439822 Oliveira de Aragão / MA|1999-07-06|2024-08-25|2024-12-08|27|4984.96|D
2cce3c57-febe-4877-bd72-37b55ee16116|Lorena Viana|vsales@example.org|+55 21 8502 7332|Recanto Joana Casa Grande, 8, Jardim Leblon, 84799525 Cirino Verde / AL|2001-11-05|2023-10-15|2024-08-05|412|370.85|C
facba055-33b6-4c9e-b421-a0f29db4fa32|Sra. Emilly Peixoto|da-rosatheo@example.com|+55 71 8632-5323|Quadra Gael Souza, 28, Nazare, 89042232 Sampaio da Mata / AL|1967-11-26|2020-11-01|2022-02-08|118|8037.03|C
442862ec-ab9a-4717-85e5-d7402939742e|Lucas da Cruz|brayan14@example.org|21 0657-6252|Alameda Pietro Jesus, 14, Vila Sesc, 01977343 Ramos do Amparo / DF|1985-01-27|2021-11-29|2023-04-26|364|5965.71|B
61a776f2-e354-4f1c-97b2-5126ecddb74b|Heloisa Nunes|abreuluiza@example.net|+55 (051) 7934 3784|Distrito de Jesus, 41, Gutierrez, 53346-559 Siqueira de Peixoto / AC|2003-01-18|2022-03-20|2023-03-14|427|5101.61|A
8cd513c6-3041-4cf4-93c5-9d14cf71f1eb|Sr. Daniel Pinto|melissarios@example.com|+55 (051) 9655 5733|Rodovia Giovanna Pereira, 195, Maravilha, 95480847 Fonseca / MS|1936-08-16|2025-01-11|2025-04-17|246|6597.72|B
0c5aa724-f2c1-4cdc-bcb3-7f96f57f2695|Caroline Pastor|luiz-felipe07@example.com|+55 71 1018-3874|Rua Mendes, 85, Andiroba, 47602942 Vieira de Goiás / SE|1987-04-02|2020-07-01|2024-05-12|87|8333.95|A
0a7407e2-cc88-4a28-88bb-8dca4ea68710|Melina Pereira|ravirodrigues@example.com|+55 (031) 5222 0624|Alameda Olívia Ribeiro, 67, Glória, 48966941 Barros / PI|1978-07-12|2023-12-16|2024-11-20|171|1099.21|D
438a090a-906a-489b-b9ad-512c7c7ff5a9|Benjamim Nascimento|pimentaandre@example.net|+55 41 4740-5989|Praia Alves, Jaraguá, 10249-678 Rezende de Aragão / AM|1988-11-23|2024-08-17|2024-08-27|244|4714.76|D
de8a3972-d0be-47cb-b04f-0c5a5cf997d1|Maria Júlia Sales|isilveira@example.org|0300-525-3615|Via Leão, 872, Palmares, 98316502 Nascimento / GO|1941-11-24|2023-08-05|2023-11-20|104|6246.87|B
33cc7269-2961-4cf6-bd8c-e99d222c6706|Ana Clara da Conceição|matheusjesus@example.net|21 4638 3234|Estrada Ravi Moura, 164, São Vicente, 18448-515 Dias de Vieira / MT|1951-02-08|2022-02-21|2023-06-22|467|8798.63|D
6b7e8d04-ce7c-4122-aa49-b9e4606ca6f9|Fernanda Brito|otto17@example.net|81 5034 1194|Passarela de Montenegro, 20, Maria Tereza, 34024861 Fogaça / PI|1997-08-14|2021-04-26|2024-08-01|98|1839.22|C
a66e3ec9-76b5-434c-a9eb-3ed21c2a6d65|Srta. Luiza Martins|landrade@example.com|+55 61 1534 8365|Viaduto Montenegro, São Gonçalo, 53807707 Gonçalves / RR|1970-11-03|2024-12-14|2025-01-23|473|2020.54|A
ea3e4f42-774d-471f-96c1-98d5a28535be|Jade Fernandes|vieirasofia@example.com|+55 (081) 8336-9398|Fazenda Pinto, 6, Xodo-Marize, 35902-245 da Cruz / RO|1954-11-01|2021-02-06|2022-05-31|432|1745.14|B
7802d708-bad6-4de2-8d0d-35bfff767444|Sophie Mendes|fernando10@example.com|0300 980 8037|Vale Isis Monteiro, 44, Barão Homem De Melo 2ª Seção, 80779-253 Lopes / SE|1962-03-20|2025-01-18|2025-01-26|206|7281.26|B
02e4dae3-faa2-4a35-b1f8-589e55f0b84b|Bella Mendonça|melinarocha@example.net|+55 (071) 9162-5470|Esplanada de Martins, 54, Conjunto Paulo Vi, 45426237 Camargo / MT|1975-02-06|2020-05-21|2021-11-24|451|1190.05|D
c30b4ee9-5e54-4091-b2e4-0465678aa367|Melissa Santos|enrico80@example.org|51 5226 0078|Praia Benjamin Carvalho, Jardim Dos Comerciarios, 83953576 da Costa / PE|1986-07-12|2023-12-24|2025-02-17|280|815.56|B
69829183-ac60-47ab-8bb8-4783e8a428d1|Isadora Fonseca|fogacaisabela@example.net|+55 (081) 4806-1490|Lagoa Isabella Marques, 2, Jardim Atlântico, 90066959 Castro de Souza / MT|1995-01-18|2023-12-12|2025-03-25|283|4709.24|C
2732078f-91db-42f5-aa03-aa087354a54f|Luiz Fernando Castro|wcardoso@example.com|+55 (051) 2598 7629|Lagoa Rios, 26, São Pedro, 41090486 Peixoto / MG|1968-02-18|2020-11-01|2022-04-02|126|776.98|A
a89eb931-b677-484f-9ed3-3a8aa16b5243|Pedro Lucas das Neves|sofiamartins@example.net|(051) 4605 3673|Viaduto de Sampaio, 85, Vila Santo Antônio, 85768301 Montenegro Alegre / RO|1971-08-26|2022-04-09|2023-01-02|80|5634.4|A
4e511e90-b74c-495b-9bbe-0f02fd2e4826|Manuella Rios|machadomaria-luiza@example.com|21 6266 5115|Recanto Novais, 757, Vila Piratininga, 68098-216 Borges / RR|1964-02-05|2020-10-31|2024-04-18|150|936.5|A
b01efe32-102d-48b1-8451-0378a36bb197|Mirella Machado|cardosoesther@example.com|+55 21 6916-9606|Praia de Silveira, 3, Vila De Sá, 85646508 Cunha de Macedo / SP|1970-11-22|2021-08-26|2022-01-11|355|8183.87|D
52de5213-a70b-41bb-84b6-37cd4a54df94|Valentim Novaes|brenda08@example.com|0500 873 3858|Quadra de Pires, 304, Nova Granada, 08373077 Albuquerque de Aragão / GO|2000-12-24|2023-06-02|2023-06-26|125|8358.4|D
4ebc30ee-6994-4b67-b4eb-9ef008e02b2a|Mariana Melo|fariasyan@example.com|+55 81 5079-1993|Chácara de Cunha, 174, Conjunto Lagoa, 61308-546 Costela / PA|1978-09-14|2022-01-28|2024-05-21|223|7045.14|A
f3729c26-2bf2-43de-9982-03d3af6f2cd5|Srta. Luna Oliveira|luigiribeiro@example.net|31 2615 2067|Conjunto Azevedo, 58, Castanheira, 05843077 Guerra / AL|1947-08-09|2023-01-06|2023-05-10|447|3850.29|D
752548f7-a671-4985-8bce-76b5693622c3|Maria Julia Aparecida|oporto@example.net|+55 31 8582 9121|Ladeira Miguel da Luz, Nova Esperança, 18500339 Caldeira / RJ|1957-01-23|2023-09-30|2024-03-31|196|478.47|A
fb6f5509-d0a3-44cc-ad2e-41e3e753ce76|Ana Clara Aragão|isaque88@example.com|+55 61 8767 7546|Vila de Lima, 176, Santa Inês, 04706-784 Lopes do Sul / PI|1961-04-27|2020-05-18|2024-02-23|223|1042.92|C
1aa11b58-2e46-4d8f-9108-576321a50102|Bianca Costela|fernandomelo@example.net|71 0600 4772|Parque de Lima, 19, Vila Da Amizade, 73892655 Montenegro de Jesus / AC|1985-07-26|2024-12-23|2025-01-28|490|4187.39|B
84210ec0-5e64-4d69-b186-40dbe013b63d|Lorena Araújo|andrademaria-alice@example.org|(081) 4154 6266|Trevo de da Paz, 5, Baleia, 98362446 Pacheco / RR|1958-01-12|2023-09-16|2025-05-06|124|3184.24|B
4d54af3a-cc4d-4661-88e6-9a3cf649df98|Anthony Gabriel Monteiro|camarabenjamin@example.com|0500-286-1967|Estação Azevedo, 82, Vila Nova Cachoeirinha 3ª Seção, 83525717 Farias do Oeste / MT|1998-02-19|2023-12-27|2025-05-04|273|8279.68|A
f6088991-fd3f-46bb-adc7-88a1ef65d1f5|Sr. Benicio da Paz|icunha@example.org|(081) 1230-7923|Fazenda de Silva, 103, Mineirão, 52316-606 Correia / PA|1991-03-25|2020-12-05|2022-06-12|426|9964.44|A
ed6833b2-7ef7-43ef-b639-0655cbe0747d|Isis da Conceição|saravy@example.net|21 0328 5918|Lago de Moreira, Mariquinhas, 75566651 da Conceição das Pedras / PI|1983-08-05|2021-09-09|2024-03-27|369|5307.3|C
bc1029ca-9038-42a0-9def-1731c9113fb7|Luísa Pereira|nataliapacheco@example.net|+55 (051) 5945 2264|Feira Ribeiro, 269, Distrito Industrial Do Jatoba, 50793186 Caldeira da Serra / AC|1937-12-22|2022-03-13|2023-09-12|103|3454.08|C
7bd6f4ce-6530-4c31-8c4f-a99542a9fbe4|Sophie Santos|wjesus@example.com|0900-975-9182|Chácara Milena Dias, Conjunto Jardim Filadélfia, 08408922 Mendes / ES|1997-11-12|2022-11-09|2024-04-14|450|7096.83|C
2ddd09ca-df93-427b-bc7a-cb4bea500ef4|Maria Eduarda Casa Grande|da-luzbernardo@example.net|(084) 4859-0182|Campo de Azevedo, 90, Camargos, 30130-399 da Costa / PB|1987-12-23|2021-08-11|2021-10-25|470|4332.86|A
02013335-573e-4fcb-93e6-62ff596d69e1|Natália Correia|gael-henrique09@example.com|(021) 0229-5972|Jardim Lara Vasconcelos, 81, Urca, 71946-795 Almeida / TO|1968-02-22|2024-02-22|2025-03-26|426|5352.66|C
82e87b97-a1c7-4d8a-b66c-4b4d03dceb66|Nathan das Neves|emanuellybrito@example.com|+55 21 3031-7030|Recanto Gabriela Brito, 5, Vila Nova Gameleira 2ª Seção, 95959-375 Cavalcante das Flores / ES|1974-04-07|2023-11-19|2024-08-31|417|978.11|B
37c445d8-d10f-42c5-9671-6373ee0ad67b|Agatha Machado|cauaabreu@example.com|(071) 2980 9624|Pátio Barros, 98, Cardoso, 82150911 Ferreira / DF|1953-03-11|2021-09-26|2023-01-03|111|5757.91|B
30c988ca-aefe-49f6-a3e4-747049539aee|Antony Jesus|stellamoraes@example.org|+55 51 9824 0332|Viaduto Miguel da Rocha, 185, Luxemburgo, 34597998 Santos Paulista / RO|1974-05-11|2024-10-28|2024-12-10|146|5491.01|A
d89f98c9-11a9-439b-b01d-218804f28673|Vinicius Sousa|lucas-gabrielgoncalves@example.org|31 8569 8617|Vale Ana Liz Fonseca, 65, Grota, 03671955 Sales / PR|1947-06-03|2024-01-06|2024-02-02|441|9250.97|A
7a29059c-5011-425e-8662-6491afa1cc32|Srta. Maria Duarte|vribeiro@example.com|41 0748 2046|Largo Nina Costa, 7, Caiçaras, 46604-025 Ribeiro do Amparo / RR|1980-01-07|2025-04-16|2025-05-07|419|409.08|D
3670eeb3-849c-46e7-9db3-0bf468d0b65a|Davi Lucca Nogueira|zaragao@example.com|+55 (061) 8996-8943|Esplanada de Oliveira, 24, Serra Do Curral, 53164-405 Barros / AM|1973-11-27|2021-12-21|2022-08-09|81|9779.53|D
16f61da9-7b3e-43b3-8826-ce31dcc3b04e|Sr. João Felipe da Mota|zoe32@example.com|+55 41 5877-2590|Aeroporto de da Cunha, 20, São Jorge 3ª Seção, 16843742 da Conceição de Duarte / MT|1954-05-01|2024-07-31|2024-08-09|433|4.52|B
817a1710-a5d3-46d0-a21c-51bd12a2c7ea|Thomas Borges|kevin76@example.org|(041) 5902 9643|Aeroporto Fernando da Rocha, 12, Renascença, 10085-352 Ribeiro / AL|1957-02-05|2024-05-17|2024-12-05|233|5137.53|C
b9037e78-5449-4595-8b3a-028a1c5903cb|Isabel Cunha|nabreu@example.org|(011) 7655 4565|Vila Pinto, 74, Atila De Paiva, 01013697 Sampaio / SP|1967-02-02|2022-08-21|2024-10-18|309|6423.26|D
61221d73-e085-4f8a-932b-8897a2e7853b|João Gabriel Farias|jose-pedrocostela@example.org|(051) 1763 4628|Via de Nascimento, Das Industrias I, 26416416 Machado / AM|1941-02-20|2024-01-28|2024-06-08|253|5622.43|B
f87fcf57-5a8b-4caa-be58-c4ecbb0b6219|Sra. Gabrielly Machado|daniel02@example.org|(081) 3342 1979|Setor de Cavalcanti, 90, Xodo-Marize, 70116-897 Dias das Pedras / RR|1940-06-05|2024-10-16|2025-02-15|459|1674.58|D
ad562366-e5bf-4f09-895d-eb964aedb273|João Gabriel Oliveira|valentim37@example.org|+55 41 6574 2731|Condomínio Cunha, 67, Pantanal, 33151-055 da Luz / SC|1988-02-09|2024-10-05|2025-03-27|285|3866.0|C
70ddb620-1eaa-40bc-b42a-d334e90f2cba|Enzo Gabriel da Rocha|novaesbenjamim@example.org|0500-863-9239|Vale de Pinto, Alto Das Antenas, 57954-774 Ramos / MA|1987-05-23|2023-08-13|2023-09-04|45|6310.03|A
26e015a5-2192-4ef8-af02-def5ca410682|João Dias|bda-rosa@example.org|+55 (081) 7337-1833|Área de Sampaio, 59, São João Batista, 27906-913 Vargas do Sul / RN|1955-12-09|2023-05-02|2024-05-30|211|4973.59|B
0a8bcf3a-32c9-49a9-b33b-ebdd44476ea5|Srta. Hellena Sousa|correiajulia@example.org|(011) 4474 9113|Rua Pastor, 341, Santa Inês, 39091-884 Teixeira do Norte / CE|1973-11-24|2024-02-04|2024-02-13|288|138.33|D
d1cb50c6-fc11-4658-9338-e43583023640|Kevin Cassiano|xpastor@example.org|+55 (071) 0823-5520|Área Oliver Lima, 22, Diamante, 25064-472 Dias do Campo / MA|1994-07-26|2025-03-21|2025-04-08|93|5333.85|C
a854e684-89b0-4cb0-8951-3d01d57e4425|Liz Brito|nascimentoana-livia@example.net|61 0622-2173|Quadra de Cassiano, 51, Vila Real 1ª Seção, 91388451 Vargas / MA|1967-10-10|2021-04-27|2024-04-18|160|5633.45|C
7a6417b7-3236-4562-9d4d-a02cdc3e2239|Caleb Cavalcanti|clarice57@example.org|(041) 8690-9407|Pátio de Viana, 59, Vila Paquetá, 37618553 Aparecida / MA|1962-09-26|2023-01-01|2023-05-20|123|2017.25|B
6b41040a-a280-4c5b-9115-37c7849be676|Ana Borges|zribeiro@example.org|41 3128 5738|Lago Peixoto, 78, Vila Suzana Segunda Seção, 84975-231 Pires das Flores / GO|1969-07-10|2021-04-16|2021-10-20|0|1818.97|A
acd9d448-3e52-47a6-8921-de6cd459e41b|Laís Pinto|ravy81@example.net|+55 61 6234 3336|Rua Bruno Jesus, 65, Leonina, 46061306 Pires / DF|1975-05-21|2021-05-21|2022-08-17|283|9616.91|C
7aea8d08-2afc-4b2a-8ab4-c5c80604fa8e|Luiz Henrique Costa|luanacastro@example.com|51 4949 4091|Morro da Cruz, 4, Engenho Nogueira, 58060660 Andrade / MS|1950-07-07|2025-01-29|2025-03-19|397|7616.67|B
abe4f705-c068-45eb-87ea-d5c05d57f8f0|Lucca Casa Grande|maysa20@example.net|+55 84 6054 8553|Estação de da Costa, 750, Barão Homem De Melo 3ª Seção, 83274-458 Melo do Galho / MS|2005-07-20|2024-03-28|2025-02-16|178|348.3|B
6b1ffabc-a561-4ce6-9d55-2c8c41300e6c|Lunna Castro|ypastor@example.org|(031) 0403 3754|Viaduto de Martins, 3, Vila Aeroporto, 82172359 Cirino / GO|1981-02-24|2024-06-03|2025-03-03|263|6258.44|A
0a985123-679a-4af7-93bc-81756011c5f2|Srta. Maya Siqueira|milenaandrade@example.org|0500-828-1988|Esplanada Gabriel Correia, 9, Conjunto Taquaril, 15093630 da Cunha / ES|1940-08-31|2025-03-09|2025-03-12|34|1864.85|D
60db067f-f234-456f-9752-1c0a0dd0ce35|Pietro Gonçalves|laurapeixoto@example.net|+55 (071) 2457 4353|Viaduto Costela, 51, Vila Paquetá, 09787-638 Sá / BA|1977-02-10|2024-04-08|2024-07-11|416|8361.97|B
3bb66691-7e63-4192-985b-321c2c176236|Anthony Gabriel Fogaça|vicenterios@example.org|+55 (041) 4360 1570|Viela de Mendes, 6, Estrela Do Oriente, 49907655 Almeida Grande / PB|1977-10-02|2021-03-12|2024-04-06|443|7047.8|A
23457562-8c74-4550-a0d6-bedb61124d2d|Ana Vitória Aragão|anada-cruz@example.com|0500 863 8675|Loteamento de Machado, 88, Alta Tensão 2ª Seção, 16696549 Farias / MA|1959-08-07|2020-05-13|2022-11-06|175|1669.95|D
c99ef90a-368b-4424-ad11-7585c103b6f7|Bruno da Luz|rhavi87@example.net|81 3680-7119|Vale Ribeiro, 89, Vila São Gabriel Jacui, 81060-262 Freitas de Pereira / RO|1951-11-28|2020-06-28|2022-03-29|427|8828.97|C
51c3628b-1e9e-4e6f-8928-41db5ec0fcd5|Sr. Emanuel Farias|machadoagatha@example.com|+55 (084) 2868-3897|Praia de Novais, Vila Ipiranga, 61183297 da Paz do Campo / PE|1988-06-15|2025-02-25|2025-03-11|401|7255.5|D
096a7f29-6485-4b11-9f89-9b06edba5335|Diego da Luz|leaolunna@example.org|(084) 1787 1194|Alameda de Araújo, 1, Etelvina Carneiro, 36970-678 Fernandes / RR|1967-04-08|2024-09-26|2024-11-30|465|6033.97|A
81b5fbf0-46d9-40dd-adf7-63b0b41c8afb|Renan Melo|rochaian@example.com|+55 71 8391 0328|Trevo de da Mata, Minas Caixa, 22112588 da Conceição / GO|1995-10-18|2025-01-12|2025-01-14|332|7780.73|A
adc61129-134c-4843-bf7d-6741de5fd3c1|Nathan Campos|alice70@example.net|+55 21 5952 9361|Residencial Juan Aragão, Padre Eustáquio, 59249-752 Dias de Goiás / ES|1996-11-05|2020-12-15|2023-03-30|190|3226.31|A
40e94efd-87b9-4986-b3f7-400d000ed390|Srta. Ana Beatriz Moura|pandrade@example.org|+55 (061) 3223 8196|Chácara André Caldeira, 70, Vila Madre Gertrudes 1ª Seção, 37929-465 Fogaça / SP|1988-10-07|2023-09-25|2023-10-04|81|4422.95|C
7af2bfdc-c21e-4f0a-9b19-facddc588f1c|Liz Siqueira|carlos-eduardoduarte@example.org|+55 61 1992 4366|Lagoa de Almeida, 399, Itaipu, 78317205 Sales / DF|1999-02-13|2022-10-06|2024-10-14|211|774.07|C
6ec61d76-8ed2-4f9b-a11e-6ffcc24c59f4|Bárbara Pereira|silveiraotavio@example.com|(041) 1186 2371|Jardim Pereira, 67, Califórnia, 05524-121 Cassiano do Galho / MT|1995-01-14|2021-10-16|2023-07-12|149|3171.64|D
fbc4f43f-a7b1-4a92-8fef-0095f4f4a18d|Sr. Isaque Guerra|raulsales@example.com|+55 81 4413-5156|Fazenda Almeida, 19, Laranjeiras, 84548-214 Barbosa de Pacheco / MS|1996-10-06|2021-07-29|2024-09-13|190|1672.09|D
645cc700-4373-4ce7-8365-60fd982b1656|Srta. Letícia Aparecida|joao-gabrielcasa-grande@example.com|0900-706-7767|Estrada Cunha, 696, Confisco, 19306-853 Pereira dos Dourados / RR|1965-08-14|2024-04-02|2025-02-06|393|9415.07|A
52f3d1c9-c2b9-4c8d-8b96-692427bf3666|Maria Helena Novais|rioscaue@example.com|+55 41 3241-7604|Feira Davi Lucca Pacheco, 60, Horto, 54428-516 Casa Grande Alegre / PB|1992-06-10|2022-12-07|2023-05-17|151|8302.34|D
7ead91cb-7c9c-414b-825b-843eda1c558d|Rafael Almeida|raul51@example.net|61 5344-3940|Lago Silveira, 34, Vila Do Pombal, 83772028 Macedo de Goiás / MS|1957-05-25|2023-02-07|2024-07-28|128|4632.14|D
2518a2ab-540d-4d41-94a6-ae903757bca6|Caleb Silva|npimenta@example.org|+55 71 9564 9025|Setor Pastor, 47, Fazendinha, 81456-240 Santos Paulista / RN|2002-03-05|2024-01-30|2024-03-10|243|5712.57|D
9c0df8f2-fb29-49d4-8aa3-684481f75116|Benício Pastor|vieiradiogo@example.org|51 2995 1535|Fazenda Catarina da Mota, 722, Monsenhor Messias, 56628090 Sampaio das Flores / SP|1948-01-06|2024-11-16|2025-04-20|229|192.01|A
6b09ea44-bad0-4c89-8efb-c71b7d7c6238|Eduarda Borges|matheus60@example.net|(041) 3305-8985|Rua Melo, Distrito Industrial Do Jatoba, 64587940 Sales do Sul / RO|1982-05-26|2021-02-08|2022-05-25|489|4833.02|C
2800113d-7560-47b5-a7c6-bec92031686c|Gabriel Cirino|sousajuan@example.org|+55 (051) 2235 6803|Alameda de da Luz, 82, Itapoa, 07366-262 Albuquerque / PA|1969-01-03|2023-11-06|2024-04-05|206|1471.59|D
1cce23ff-69ff-4ecc-a112-22401dd0d92a|Alexia Ferreira|kamillyjesus@example.com|+55 84 4048-2567|Viela Letícia Nascimento, Vila Atila De Paiva, 98972537 Cirino dos Dourados / SP|1947-11-20|2021-07-26|2023-06-07|340|3695.25|C
5956bce7-c1ad-4bab-87a4-8607fa55370e|Sarah Carvalho|hpereira@example.org|71 1195 3483|Conjunto de Aparecida, 53, Vista Alegre, 89407733 Rocha / PR|1943-03-20|2024-08-11|2024-11-21|350|8270.75|D
c3bce161-8d30-4e53-bc7b-a291868d46f0|Luan Ramos|lorenzo49@example.com|(011) 9545-0056|Rua Benicio Brito, 65, Califórnia, 00995-192 Borges Alegre / PR|1953-03-20|2022-06-04|2022-10-21|220|4116.47|C
4460278f-f4e1-4e69-ad49-efdae64f34ca|Dra. Luísa Farias|albuquerquebenjamin@example.org|+55 (084) 4471 1511|Lago de Pinto, 5, Novo Ouro Preto, 84377-895 Porto / SC|1981-04-25|2023-12-12|2025-01-02|141|2567.86|D
a3de9adf-b1a1-4b7d-83f4-4719000d1ae5|Srta. Antonella Brito|das-nevescaio@example.org|+55 84 1073-5001|Largo de Leão, 30, Corumbiara, 74640-452 Silveira / PA|1937-06-07|2024-11-19|2025-01-25|481|3833.55|A
426c3ae7-07fb-4d8e-a400-e6e77ef9295a|Henrique Silveira|isispinto@example.net|+55 (041) 4445 0475|Parque de Albuquerque, 90, Vila Antena Montanhês, 24148458 Fonseca das Pedras / DF|1939-10-25|2025-02-15|2025-05-08|212|8496.49|D
98ce2179-f572-4b81-aacd-2edbc806f116|Arthur Gabriel Novaes|maysa39@example.com|84 4626 6921|Campo de Novaes, Tres Marias, 49554340 Monteiro Grande / CE|1985-01-06|2024-06-28|2025-05-01|17|3384.49|D
4f8f5005-eba5-4c61-8b1f-418cd86ca0f6|Sra. Lunna Ribeiro|cavalcantepietra@example.org|+55 31 2847-5616|Residencial Fernandes, 95, Guaratã, 94248696 Cavalcanti / AL|1971-02-22|2021-09-10|2023-04-18|421|1996.5|C
006e298c-bd08-45f4-88d9-90295f2f4396|Mathias Duarte|kborges@example.org|(031) 8299-8428|Largo da Cunha, 62, Universo, 27218-129 Macedo Grande / RJ|1959-01-11|2023-05-28|2025-03-13|136|7001.11|A
